edition,edition_id,year,country,country_noc,gold,silver,bronze,total
1998 Winter Olympics,46,1998,France,FRA,2,1,5,8
1998 Winter Olympics,46,1998,Germany,GER,12,9,8,29
1998 Winter Olympics,46,1998,Czechia,CZE,1,1,1,3
1998 Winter Olympics,46,1998,Bulgaria,BUL,1,0,0,1
1998 Winter Olympics,46,1998,People's Republic of China,CHN,0,6,2,8
1998 Winter Olympics,46,1998,Sweden,SWE,0,2,1,3
1998 Winter Olympics,46,1998,Finland,FIN,2,4,6,12
1998 Winter Olympics,46,1998,Ukraine,UKR,0,1,0,1
1998 Winter Olympics,46,1998,Belarus,BLR,0,0,2,2
1998 Winter Olympics,46,1998,Kazakhstan,KAZ,0,0,2,2
1998 Winter Olympics,46,1998,Australia,AUS,0,0,1,1
1998 Winter Olympics,46,1998,Switzerland,SUI,2,2,3,7
1998 Winter Olympics,46,1998,Belgium,BEL,0,0,1,1
1998 Winter Olympics,46,1998,Italy,ITA,2,6,2,10
1998 Winter Olympics,46,1998,Republic of Korea,KOR,3,1,2,6
1998 Winter Olympics,46,1998,Austria,AUT,3,5,9,17
1998 Winter Olympics,46,1998,Japan,JPN,5,1,4,10
1998 Winter Olympics,46,1998,Netherlands,NED,5,4,2,11
1998 Winter Olympics,46,1998,United States,USA,6,3,4,13
1998 Winter Olympics,46,1998,Canada,CAN,6,5,4,15
1998 Winter Olympics,46,1998,Russian Federation,RUS,9,6,3,18
1998 Winter Olympics,46,1998,Norway,NOR,10,10,5,25
1998 Winter Olympics,46,1998,Great Britain,GBR,0,0,1,1
1998 Winter Olympics,46,1998,Denmark,DEN,0,1,0,1
