edition,edition_id,year,country,country_noc,gold,silver,bronze,total
2022 Winter Olympics,62,2022,Poland,POL,0,0,1,1
2022 Winter Olympics,62,2022,Latvia,LAT,0,0,1,1
2022 Winter Olympics,62,2022,Spain,ESP,0,1,0,1
2022 Winter Olympics,62,2022,Ukraine,UKR,0,1,0,1
2022 Winter Olympics,62,2022,Norway,NOR,16,8,13,37
2022 Winter Olympics,62,2022,Germany,GER,12,10,5,27
2022 Winter Olympics,62,2022,People's Republic of China,CHN,9,4,2,15
2022 Winter Olympics,62,2022,United States,USA,8,10,7,25
2022 Winter Olympics,62,2022,Sweden,SWE,8,5,5,18
2022 Winter Olympics,62,2022,Netherlands,NED,8,5,4,17
2022 Winter Olympics,62,2022,Austria,AUT,7,7,4,18
2022 Winter Olympics,62,2022,Switzerland,SUI,7,2,6,15
2022 Winter Olympics,62,2022,France,FRA,5,7,2,14
2022 Winter Olympics,62,2022,Canada,CAN,4,8,14,26
2022 Winter Olympics,62,2022,Japan,JPN,3,6,9,18
2022 Winter Olympics,62,2022,Italy,ITA,2,7,8,17
2022 Winter Olympics,62,2022,Republic of Korea,KOR,2,5,2,9
2022 Winter Olympics,62,2022,Slovenia,SLO,2,3,2,7
2022 Winter Olympics,62,2022,Finland,FIN,2,2,4,8
2022 Winter Olympics,62,2022,New Zealand,NZL,2,1,0,3
2022 Winter Olympics,62,2022,Australia,AUS,1,2,1,4
2022 Winter Olympics,62,2022,Great Britain,GBR,1,1,0,2
2022 Winter Olympics,62,2022,Hungary,HUN,1,0,2,3
2022 Winter Olympics,62,2022,Belgium,BEL,1,0,1,2
2022 Winter Olympics,62,2022,Czechia,CZE,1,0,1,2
2022 Winter Olympics,62,2022,Slovakia,SVK,1,0,1,2
2022 Winter Olympics,62,2022,Belarus,BLR,0,2,0,2
2022 Winter Olympics,62,2022,Estonia,EST,0,0,1,1
2022 Winter Olympics,62,2022,ROC,ROC,6,12,14,32
