edition,edition_id,year,country,country_noc,gold,silver,bronze,total
1972 Winter Olympics,39,1972,Soviet Union,URS,8,5,3,16
1972 Winter Olympics,39,1972,Netherlands,NED,4,3,2,9
1972 Winter Olympics,39,1972,Switzerland,SUI,4,3,3,10
1972 Winter Olympics,39,1972,United States,USA,3,2,3,8
1972 Winter Olympics,39,1972,West Germany,FRG,3,1,1,5
1972 Winter Olympics,39,1972,Norway,NOR,2,5,5,12
1972 Winter Olympics,39,1972,Italy,ITA,2,2,1,5
1972 Winter Olympics,39,1972,Austria,AUT,1,2,2,5
1972 Winter Olympics,39,1972,Sweden,SWE,1,1,2,4
1972 Winter Olympics,39,1972,Japan,JPN,1,1,1,3
1972 Winter Olympics,39,1972,Czechoslovakia,TCH,1,0,2,3
1972 Winter Olympics,39,1972,Poland,POL,1,0,0,1
1972 Winter Olympics,39,1972,Spain,ESP,1,0,0,1
1972 Winter Olympics,39,1972,France,FRA,0,1,2,3
1972 Winter Olympics,39,1972,Canada,CAN,0,1,0,1
1972 Winter Olympics,39,1972,East Germany,GDR,4,3,7,14
1972 Winter Olympics,39,1972,Finland,FIN,0,4,1,5
1972 Summer Olympics,18,1972,France,FRA,2,4,7,13
1972 Summer Olympics,18,1972,Pakistan,PAK,0,1,0,1
1972 Summer Olympics,18,1972,Canada,CAN,0,2,3,5
1972 Summer Olympics,18,1972,Islamic Republic of Iran,IRI,0,2,1,3
1972 Summer Olympics,18,1972,Belgium,BEL,0,2,0,2
1972 Summer Olympics,18,1972,Greece,GRE,0,2,0,2
1972 Summer Olympics,18,1972,Austria,AUT,0,1,2,3
1972 Summer Olympics,18,1972,Colombia,COL,0,1,2,3
1972 Summer Olympics,18,1972,Argentina,ARG,0,1,0,1
1972 Summer Olympics,18,1972,Lebanon,LBN,0,1,0,1
1972 Summer Olympics,18,1972,Mexico,MEX,0,1,0,1
1972 Summer Olympics,18,1972,Mongolia,MGL,0,1,0,1
1972 Summer Olympics,18,1972,Republic of Korea,KOR,0,1,0,1
1972 Summer Olympics,18,1972,Tunisia,TUN,0,1,0,1
1972 Summer Olympics,18,1972,Türkiye,TUR,0,1,0,1
1972 Summer Olympics,18,1972,Brazil,BRA,0,0,2,2
1972 Summer Olympics,18,1972,Ethiopia,ETH,0,0,2,2
1972 Summer Olympics,18,1972,Ghana,GHA,0,0,1,1
1972 Summer Olympics,18,1972,India,IND,0,0,1,1
1972 Summer Olympics,18,1972,Jamaica,JAM,0,0,1,1
1972 Summer Olympics,18,1972,Niger,NIG,0,0,1,1
1972 Summer Olympics,18,1972,Switzerland,SUI,0,3,0,3
1972 Summer Olympics,18,1972,Denmark,DEN,1,0,0,1
1972 Summer Olympics,18,1972,Uganda,UGA,1,1,0,2
1972 Summer Olympics,18,1972,New Zealand,NZL,1,1,1,3
1972 Summer Olympics,18,1972,Soviet Union,URS,50,27,22,99
1972 Summer Olympics,18,1972,East Germany,GDR,20,23,23,66
1972 Summer Olympics,18,1972,West Germany,FRG,13,11,16,40
1972 Summer Olympics,18,1972,Japan,JPN,13,8,8,29
1972 Summer Olympics,18,1972,Australia,AUS,8,7,2,17
1972 Summer Olympics,18,1972,Poland,POL,7,5,9,21
1972 Summer Olympics,18,1972,Hungary,HUN,6,13,16,35
1972 Summer Olympics,18,1972,Bulgaria,BUL,6,10,5,21
1972 Summer Olympics,18,1972,Italy,ITA,5,3,10,18
1972 Summer Olympics,18,1972,Nigeria,NGR,0,0,1,1
1972 Summer Olympics,18,1972,Sweden,SWE,4,6,6,16
1972 Summer Olympics,18,1972,Romania,ROU,3,6,7,16
1972 Summer Olympics,18,1972,Cuba,CUB,3,1,4,8
1972 Summer Olympics,18,1972,Finland,FIN,3,1,4,8
1972 Summer Olympics,18,1972,Netherlands,NED,3,1,1,5
1972 Summer Olympics,18,1972,Czechoslovakia,TCH,2,4,2,8
1972 Summer Olympics,18,1972,Kenya,KEN,2,3,4,9
1972 Summer Olympics,18,1972,Yugoslavia,YUG,2,1,2,5
1972 Summer Olympics,18,1972,Norway,NOR,2,1,1,4
1972 Summer Olympics,18,1972,Democratic People's Republic of Korea,PRK,1,1,3,5
1972 Summer Olympics,18,1972,Great Britain,GBR,4,5,9,18
1972 Summer Olympics,18,1972,Spain,ESP,0,0,1,1
1972 Summer Olympics,18,1972,United States,USA,33,31,30,94
