edition,edition_id,edition_url,year,city,country_flag_url,country_noc,start_date,end_date,competition_date,isHeld
2002 Winter Olympics,47,/editions/47,2002,Salt Lake City,https://olympedia-flags.s3.eu-central-1.amazonaws.com/USA.png,USA, 8 February,24 February,9 – 24 February,
