edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
1998 Winter Olympics,46,JPN,Speed Skating,"5,000 metres, Men",1099,Keiji Shirahata,97505,7,,False
1998 Winter Olympics,46,JPN,Speed Skating,"1,500 metres, Men",1098,Keiji Shirahata,97505,21,,False
1998 Winter Olympics,46,JPN,Speed Skating,"1,500 metres, Men",1098,Yusuke Imai,99362,16,,False
1998 Winter Olympics,46,JPN,Speed Skating,"1,500 metres, Men",1098,Toru Aoyanagi,83665,8,,False
1998 Winter Olympics,46,JPN,Speed Skating,"1,500 metres, Men",1098,Hiroyuki Noake,99371,7,,False
1998 Winter Olympics,46,JPN,Speed Skating,"1,000 metres, Men",1097,Hiroyuki Noake,99371,25,,False
1998 Winter Olympics,46,JPN,Speed Skating,"1,000 metres, Men",1097,Manabu Horii,87155,=17,,False
1998 Winter Olympics,46,JPN,Snowboarding,"Halfpipe, Men",1619,Takamasa Imai,99714,36,,False
1998 Winter Olympics,46,JPN,Speed Skating,"500 metres, Men",1094,Hiroaki Yamakage,99348,15,,False
1998 Winter Olympics,46,JPN,Speed Skating,"1,000 metres, Men",1097,Hiroyasu Shimizu,97498,3,Bronze,False
1998 Winter Olympics,46,JPN,Speed Skating,"500 metres, Men",1094,Toshiyuki Kuroiwa,88722,=16,,False
1998 Winter Olympics,46,JPN,Speed Skating,"500 metres, Men",1094,Manabu Horii,87155,13,,False
1998 Winter Olympics,46,JPN,Speed Skating,"500 metres, Men",1094,Hiroyasu Shimizu,97498,1,Gold,False
1998 Winter Olympics,46,JPN,Snowboarding,"Halfpipe, Women",1629,Kaori Takeyama,99738,22,,False
1998 Winter Olympics,46,JPN,Snowboarding,"Giant Slalom, Women",1626,Shinobu Ueshima,99754,15,,False
1998 Winter Olympics,46,JPN,Snowboarding,"Halfpipe, Women",1629,Yuri Yoshikawa,99735,20,,False
1998 Winter Olympics,46,JPN,Speed Skating,"1,000 metres, Men",1097,Yusuke Imai,99362,11,,False
1998 Winter Olympics,46,JPN,Speed Skating,"5,000 metres, Men",1099,Takahiro Nozaki,99382,17,,False
1998 Winter Olympics,46,JPN,Speed Skating,"1,000 metres, Women",1104,Shiho Kusunose,81597,11,,False
1998 Winter Olympics,46,JPN,Speed Skating,"10,000 metres, Men",1100,Keiji Shirahata,97505,14,,False
1998 Winter Olympics,46,JPN,Speed Skating,"3,000 metres, Women",1106,Noriko Munekata,99416,18,,False
1998 Winter Olympics,46,JPN,Snowboarding,"Halfpipe, Men",1619,Shinichi Watanabe,99701,34,,False
1998 Winter Olympics,46,JPN,Biathlon,"4 × 7.5 kilometres Relay, Women",1581,Ryoko Takahashi,99576,14,,True
1998 Winter Olympics,46,JPN,Speed Skating,"3,000 metres, Women",1106,Chiharu Nozaki,99415,17,,False
1998 Winter Olympics,46,JPN,Speed Skating,"3,000 metres, Women",1106,Mie Uehara,82905,14,,False
1998 Winter Olympics,46,JPN,Speed Skating,"1,500 metres, Women",1105,Shiho Kusunose,81597,23,,False
1998 Winter Olympics,46,JPN,Speed Skating,"1,500 metres, Women",1105,Mie Uehara,82905,21,,False
1998 Winter Olympics,46,JPN,Speed Skating,"5,000 metres, Men",1099,Hiroyuki Noake,99371,25,,False
1998 Winter Olympics,46,JPN,Speed Skating,"1,500 metres, Women",1105,Aki Tonoike,99406,16,,False
1998 Winter Olympics,46,JPN,Speed Skating,"1,000 metres, Women",1104,Kyoko Shimazaki,82372,22,,False
1998 Winter Olympics,46,JPN,Speed Skating,"1,000 metres, Women",1104,Eriko Sanmiya,99390,8,,False
1998 Winter Olympics,46,JPN,Speed Skating,"1,000 metres, Women",1104,Tomomi Okazaki,81981,7,,False
1998 Winter Olympics,46,JPN,Speed Skating,"500 metres, Women",1101,Shiho Kusunose,81597,12,,False
1998 Winter Olympics,46,JPN,Speed Skating,"500 metres, Women",1101,Eriko Sanmiya,99390,11,,False
1998 Winter Olympics,46,JPN,Speed Skating,"500 metres, Women",1101,Kyoko Shimazaki,82372,5,,False
1998 Winter Olympics,46,JPN,Speed Skating,"500 metres, Women",1101,Tomomi Okazaki,81981,3,Bronze,False
1998 Winter Olympics,46,JPN,Speed Skating,"1,500 metres, Women",1105,Chiharu Nozaki,99415,15,,False
1998 Winter Olympics,46,JPN,Snowboarding,"Halfpipe, Men",1619,Makoto Takagaki,99706,30,,False
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"500 metres, Women",673,Ayako Tsubaki,82895,25,,False
1998 Winter Olympics,46,JPN,Ski Jumping,"Large Hill, Team, Men",2445,Kazuyoshi Funaki,99850,1,Gold,True
1998 Winter Olympics,46,JPN,Alpine Skiing,"Slalom, Women",1452,Noriyo Hiroi,99469,DQ,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Slalom, Women",1452,Kumiko Kashiwagi,99453,24,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Slalom, Women",1452,Junko Yamakawa,99451,20,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Slalom, Women",1452,Kazuko Ikeda,99447,17,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Giant Slalom, Women",1449,Noriyo Hiroi,99469,DNF,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Giant Slalom, Women",1449,Junko Yamakawa,99451,29,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Giant Slalom, Women",1449,Kumiko Kashiwagi,99453,27,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Giant Slalom, Women",1449,Kazuko Ikeda,99447,25,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Slalom, Men",1439,Takuya Ishioka,87374,21,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Super G, Women",1448,Kumiko Kashiwagi,99453,36,,False
1998 Winter Olympics,46,JPN,Biathlon,"7.5 kilometres Sprint, Women",1579,Ryoko Takahashi,99576,55,,False
1998 Winter Olympics,46,JPN,Biathlon,"7.5 kilometres Sprint, Women",1579,Mie Takeda,99580,61,,False
1998 Winter Olympics,46,JPN,Biathlon,"15 kilometres, Women",1580,Ryoko Takahashi,99576,6,,False
1998 Winter Olympics,46,JPN,Biathlon,"15 kilometres, Women",1580,Mami Honma,99585,29,,False
1998 Winter Olympics,46,JPN,Biathlon,"15 kilometres, Women",1580,Hiromi Seino,99572,37,,False
1998 Winter Olympics,46,JPN,Biathlon,"4 × 7.5 kilometres Relay, Women",1581,Mami Honma,99585,14,,True
1998 Winter Olympics,46,JPN,Biathlon,"4 × 7.5 kilometres Relay, Women",1581,Hiromi Seino,99572,14,,True
1998 Winter Olympics,46,JPN,Biathlon,"4 × 7.5 kilometres Relay, Women",1581,Mie Takeda,99580,14,,True
1998 Winter Olympics,46,JPN,Alpine Skiing,"Combined, Men",1442,Yasuyuki Takishita,99500,DNF,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Slalom, Men",1439,Kentaro Minagawa,99533,DNF,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Slalom, Men",1439,Gaku Hirasawa,86662,20,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Combined, Women",1455,Junko Yamakawa,99451,16,,False
1998 Winter Olympics,46,JPN,Biathlon,"7.5 kilometres Sprint, Women",1579,Hiromi Seino,99572,53,,False
1998 Winter Olympics,46,JPN,Biathlon,"4 × 7.5 kilometres Relay, Men",1575,Atsushi Kazama,87856,15,,True
1998 Winter Olympics,46,JPN,Biathlon,"4 × 7.5 kilometres Relay, Men",1575,Shuichi Sekiya,99622,15,,True
1998 Winter Olympics,46,JPN,Biathlon,"4 × 7.5 kilometres Relay, Men",1575,Hironao Meguro,99621,15,,True
1998 Winter Olympics,46,JPN,Alpine Skiing,"Downhill, Men",1434,Tsuyoshi Tomii,98314,17,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Downhill, Men",1434,Yasuyuki Takishita,99500,DNF,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Super G, Men",1435,Tsuyoshi Tomii,98314,24,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Super G, Men",1435,Yasuyuki Takishita,99500,27,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Slalom, Men",1439,Kiminobu Kimura,87959,13,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Giant Slalom, Men",1436,Kiminobu Kimura,87959,25,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Giant Slalom, Men",1436,Kentaro Minagawa,99533,DNF,,False
1998 Winter Olympics,46,JPN,Biathlon,"4 × 7.5 kilometres Relay, Men",1575,Kyoji Suga,99620,15,,True
1998 Winter Olympics,46,JPN,Biathlon,"20 kilometres, Men",1574,Atsushi Kazama,87856,45,,False
1998 Winter Olympics,46,JPN,Biathlon,"20 kilometres, Men",1574,Hironao Meguro,99621,28,,False
1998 Winter Olympics,46,JPN,Biathlon,"20 kilometres, Men",1574,Kyoji Suga,99620,14,,False
1998 Winter Olympics,46,JPN,Biathlon,"10 kilometres Sprint, Men",1573,Atsushi Kazama,87856,61,,False
1998 Winter Olympics,46,JPN,Biathlon,"10 kilometres Sprint, Men",1573,Shuichi Sekiya,99622,=43,,False
1998 Winter Olympics,46,JPN,Biathlon,"10 kilometres Sprint, Men",1573,Kyoji Suga,99620,=18,,False
1998 Winter Olympics,46,JPN,Alpine Skiing,"Giant Slalom, Men",1436,Takuya Ishioka,87374,=29,,False
1998 Winter Olympics,46,JPN,Snowboarding,"Halfpipe, Men",1619,Takashi Nishida,99710,28,,False
1998 Winter Olympics,46,JPN,Luge,"Singles, Women",188,Yumie Kobayashi,100511,25,,False
1998 Winter Olympics,46,JPN,Luge,"Singles, Women",188,Eriko Yamada,100480,21,,False
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"1,000 metres, Women",693,Sachi Ozawa,100230,10,,False
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"1,000 metres, Women",693,Chikage Tanaka,100216,15,,False
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"3,000 metres Relay, Women",713,Ikue Teshigawara,100214,4,,True
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"3,000 metres Relay, Women",713,Chikage Tanaka,100216,4,,True
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"3,000 metres Relay, Women",713,Nobuko Yamada,83076,4,,True
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"3,000 metres Relay, Women",713,Sachi Ozawa,100230,4,,True
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"3,000 metres Relay, Women",713,Ayako Tsubaki,82895,4,,True
1998 Winter Olympics,46,JPN,Ski Jumping,"Normal Hill, Individual, Men",2439,Kazuyoshi Funaki,99850,2,Silver,False
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"1,000 metres, Women",693,Ikue Teshigawara,100214,5,,False
1998 Winter Olympics,46,JPN,Ski Jumping,"Normal Hill, Individual, Men",2439,Masahiko Harada,86456,5,,False
1998 Winter Olympics,46,JPN,Ski Jumping,"Normal Hill, Individual, Men",2439,Hiroya Saito,99851,9,,False
1998 Winter Olympics,46,JPN,Ski Jumping,"Large Hill, Individual, Men",2442,Kazuyoshi Funaki,99850,1,Gold,False
1998 Winter Olympics,46,JPN,Ski Jumping,"Large Hill, Individual, Men",2442,Masahiko Harada,86456,3,Bronze,False
1998 Winter Olympics,46,JPN,Ski Jumping,"Large Hill, Individual, Men",2442,Takanobu Okabe,96009,6,,False
1998 Winter Olympics,46,JPN,Ski Jumping,"Large Hill, Individual, Men",2442,Hiroya Saito,99851,47,,False
1998 Winter Olympics,46,JPN,Ski Jumping,"Large Hill, Team, Men",2445,Takanobu Okabe,96009,1,Gold,True
1998 Winter Olympics,46,JPN,Ski Jumping,"Large Hill, Team, Men",2445,Hiroya Saito,99851,1,Gold,True
1998 Winter Olympics,46,JPN,Ski Jumping,"Large Hill, Team, Men",2445,Masahiko Harada,86456,1,Gold,True
1998 Winter Olympics,46,JPN,Ski Jumping,"Normal Hill, Individual, Men",2439,Noriaki Kasai,87815,7,,False
1998 Winter Olympics,46,JPN,Luge,"Singles, Women",188,Shino Yanagisawa,100505,23,,False
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"500 metres, Women",673,Chikage Tanaka,100216,9,,False
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"5,000 metres Relay, Men",667,Takafumi Nishitani,100238,5,,True
1998 Winter Olympics,46,JPN,Nordic Combined,"Team, Men",2316,Tsugiharu Ogiwara,99971,5,,True
1998 Winter Olympics,46,JPN,Nordic Combined,"Team, Men",2316,Satoshi Mori,99986,5,,True
1998 Winter Olympics,46,JPN,Nordic Combined,"Team, Men",2316,Gen Tomii,99996,5,,True
1998 Winter Olympics,46,JPN,Nordic Combined,"Team, Men",2316,Kenji Ogiwara,95987,5,,True
1998 Winter Olympics,46,JPN,Nordic Combined,"Individual, Men",2311,Kenji Ogiwara,95987,4,,False
1998 Winter Olympics,46,JPN,Nordic Combined,"Individual, Men",2311,Tsugiharu Ogiwara,99971,6,,False
1998 Winter Olympics,46,JPN,Nordic Combined,"Individual, Men",2311,Junichi Kogawa,88093,23,,False
1998 Winter Olympics,46,JPN,Nordic Combined,"Individual, Men",2311,Satoshi Mori,99986,38,,False
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"500 metres, Women",673,Ikue Teshigawara,100214,6,,False
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"500 metres, Men",627,Takafumi Nishitani,100238,1,Gold,False
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"500 metres, Men",627,Satoru Terao,98202,13,,False
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"1,000 metres, Men",647,Naoya Tamura,100257,5,,False
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"1,000 metres, Men",647,Satoru Terao,98202,9,,False
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"1,000 metres, Men",647,Hitoshi Uematsu,100240,15,,False
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"5,000 metres Relay, Men",667,Satoru Terao,98202,5,,True
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"5,000 metres Relay, Men",667,Naoya Tamura,100257,5,,True
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"5,000 metres Relay, Men",667,Takehiro Kodera,100264,5,,True
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"5,000 metres Relay, Men",667,Yugo Shinohara,100265,5,,True
1998 Winter Olympics,46,JPN,Short Track Speed Skating,"500 metres, Men",627,Hitoshi Uematsu,100240,3,Bronze,False
1998 Winter Olympics,46,JPN,Bobsleigh,"Two, Men",431,Naomi Takewaki,98129,17,,True
1998 Winter Olympics,46,JPN,Cross Country Skiing,"10/15 kilometres Pursuit, Men",2067,Katsuhito Ebisawa,100062,21,,False
1998 Winter Olympics,46,JPN,Bobsleigh,"Two, Men",431,Hiroshi Suzuki,97995,19,,True
1998 Winter Olympics,46,ITA,Cross Country Skiing,"30 kilometres, Women",2081,Gabriella Paruzzi,82035,10,,False
