edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
1924 Summer Olympics,8,NED,Wrestling,"Middleweight, Greco-Roman, Men",121387,Jan Reinderman,59451,=9,,False
1924 Summer Olympics,8,NED,Wrestling,"Middleweight, Greco-Roman, Men",121387,Wilhelmus Doll,59436,=20,,False
1924 Summer Olympics,8,NED,Water Polo,"Water Polo, Men",38068,A. H. Gödings,2304876,7,,True
1924 Summer Olympics,8,NED,Water Polo,"Water Polo, Men",38068,Roel van Senus,2304877,7,,True
1924 Summer Olympics,8,NED,Weightlifting,"Light-Heavyweight, Men",28637,Jan Verheijen,56408,12,,False
1924 Summer Olympics,8,NED,Wrestling,"Bantamweight, Greco-Roman, Men",121216,Johannes van Maaren,59458,=9,,False
1924 Summer Olympics,8,NED,Wrestling,"Lightweight, Greco-Roman, Men",121330,Carl Coerse,59433,=13,,False
1924 Summer Olympics,8,NED,Water Polo,"Water Polo, Men",38068,Appie van Olst,54575,7,,True
1924 Summer Olympics,8,NED,Weightlifting,"Heavyweight, Men",28661,Ab Oord,56396,14,,False
1924 Summer Olympics,8,NED,Water Polo,"Water Polo, Men",38068,Jan den Boer,54501,7,,True
1924 Summer Olympics,8,NED,Water Polo,"Water Polo, Men",38068,Karel Struijs,54554,7,,True
1924 Summer Olympics,8,NED,Tennis,"Singles, Men",44715,"Christiaan, Jonkheer van Lennep",1007,=17,,False
1924 Summer Olympics,8,NED,Tennis,"Singles, Men",44715,Gerard Leembruggen,1000,=33,,False
1924 Summer Olympics,8,NED,Tennis,"Singles, Men",44715,Maas van der Feen,1005,=33,,False
1924 Summer Olympics,8,NED,Tennis,"Doubles, Men",44847,"Christiaan, Jonkheer van Lennep",1007,=29,,True
1924 Summer Olympics,8,NED,Tennis,"Doubles, Men",44847,Henk Timmer,1004,=29,,True
1924 Summer Olympics,8,NED,Tennis,"Doubles, Men",44847,Maas van der Feen,1005,=29,,True
1924 Summer Olympics,8,NED,Tennis,"Doubles, Men",44847,Gerard Leembruggen,1000,=29,,True
1924 Summer Olympics,8,NED,Tennis,"Singles, Women",44913,Kea Bouman,983,=9,,False
1924 Summer Olympics,8,NED,Tennis,"Doubles, Mixed",45001,Kea Bouman,983,3,Bronze,True
1924 Summer Olympics,8,NED,Tennis,"Doubles, Mixed",45001,Henk Timmer,1004,3,Bronze,True
1924 Summer Olympics,8,NED,Water Polo,"Water Polo, Men",38068,Gé Bohlander,54485,7,,True
1924 Summer Olympics,8,NED,Water Polo,"Water Polo, Men",38068,Willy Bohlander,54484,7,,True
1924 Summer Olympics,8,NED,Water Polo,"Water Polo, Men",38068,Willem Bokhoven,54486,7,,True
1924 Summer Olympics,8,NED,Wrestling,"Light-Heavyweight, Greco-Roman, Men",121447,Antonie Misset,59445,=6,,False
1924 Summer Olympics,8,NED,Water Polo,"Water Polo, Men",38068,Sjaak Köhler,49476,7,,True
1924 Summer Olympics,8,NED,Water Polo,"Water Polo, Men",38068,Han van Senus,54577,7,,True
1924 Summer Olympics,8,NED,Wrestling,"Light-Heavyweight, Greco-Roman, Men",121447,Jan Muijs,59446,=12,,False
1924 Summer Olympics,8,IRL,Athletics,"Cross-Country, Individual, Men",57406,J. J. Ryan,71592,DNF,,False
1924 Summer Olympics,8,ROU,Tennis,"Doubles, Men",44847,Alexandru Roman,2508,=29,,True
1924 Summer Olympics,8,NED,Tennis,"Singles, Men",44715,Henk Timmer,1004,=17,,False
1924 Summer Olympics,8,IRL,Art Competitions,"Literature, Open",920011,T.C. Murray,920803,AC,,False
1924 Summer Olympics,8,IRL,Art Competitions,"Literature, Open",920011,T.C. Murray,920803,AC,,False
1924 Summer Olympics,8,IRL,Art Competitions,"Literature, Open",920011,J. Ryan,920809,AC,,False
1924 Summer Olympics,8,IRL,Art Competitions,"Painting, Open",920013,Jack Yeats,920813,2,Silver,False
1924 Summer Olympics,8,IRL,Art Competitions,"Painting, Open",920013,John Lavery,920503,AC,,False
1924 Summer Olympics,8,IRL,Art Competitions,"Painting, Open",920013,Seán Keating,920796,AC,,False
1924 Summer Olympics,8,IRL,Art Competitions,"Painting, Open",920013,Jack Yeats,920813,AC,,False
1924 Summer Olympics,8,IRL,Art Competitions,"Sculpturing, Open",920014,Oliver Sheppard,920810,AC,,False
1924 Summer Olympics,8,IRL,Athletics,"100 metres, Men",57285,Bill Lowe,71551,4 h12 r1/4,,False
1924 Summer Olympics,8,IRL,Athletics,"200 metres, Men",57315,Sean Lavan,71547,4 h2 r2/4,,False
1924 Summer Olympics,8,IRL,Athletics,"200 metres, Men",57315,Bill Lowe,71551,5 h5 r2/4,,False
1924 Summer Olympics,8,IRL,Athletics,"400 metres, Men",57345,Sean Lavan,71547,4 h6 r2/4,,False
1924 Summer Olympics,8,IRL,Athletics,"800 metres, Men",57375,Norman McEachern,71553,5 h2 r2/3,,False
1924 Summer Olympics,8,IRL,Athletics,"800 metres, Men",57375,J.P. Clarke,702024,DNS,,False
1924 Summer Olympics,8,IRL,Athletics,"5,000 metres, Men",57399,J. J. Ryan,71592,DNS,,False
1924 Summer Olympics,8,IRL,Athletics,"10,000 metres, Men",57405,J. J. Ryan,71592,DNF,,False
1924 Summer Olympics,8,IRL,Athletics,"10,000 metres, Men",57405,J.P. Clarke,702024,DNS,,False
1924 Summer Olympics,8,IRL,Athletics,"3,000 metres Steeplechase, Men",57436,Jim Kelly,71542,AC h2 r1/2,,False
1924 Summer Olympics,8,IRL,Athletics,"3,000 metres Steeplechase, Men",57436,J. J. Ryan,71592,DNS,,False
1924 Summer Olympics,8,IRL,Athletics,"High Jump, Men",57471,Larry Stanley,71595,=10,,False
