edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
2006 Winter Olympics,49,CRO,Alpine Skiing,"Combined, Women",1510,Janica Kostelić,99432,1,Gold,False
2006 Winter Olympics,49,CRO,Alpine Skiing,"Slalom, Women",1507,Matea Ferk,110754,DNF,,False
2006 Winter Olympics,49,CRO,Alpine Skiing,"Slalom, Women",1507,Nika Fleiss,101722,23,,False
2006 Winter Olympics,49,CRO,Alpine Skiing,"Slalom, Women",1507,Ana Jelušić,101726,15,,False
2006 Winter Olympics,49,CRO,Alpine Skiing,"Slalom, Women",1507,Janica Kostelić,99432,4,,False
2006 Winter Olympics,49,CRO,Alpine Skiing,"Giant Slalom, Women",1504,Janica Kostelić,99432,DNS,,False
2006 Winter Olympics,49,CRO,Alpine Skiing,"Giant Slalom, Women",1504,Matea Ferk,110754,DNF,,False
2006 Winter Olympics,49,USA,Alpine Skiing,"Downhill, Men",1487,Bode Miller,99516,5,,False
2006 Winter Olympics,49,SUI,Ice Hockey,"Ice Hockey, Men",20848,Patric Della Rossa,102287,6,,True
2006 Winter Olympics,49,SUI,Ice Hockey,"Ice Hockey, Men",20848,Flavien Conne,102285,6,,True
2006 Winter Olympics,49,SUI,Ice Hockey,"Ice Hockey, Men",20848,Marco Bührer,111070,6,,True
2006 Winter Olympics,49,ALB,Alpine Skiing,"Giant Slalom, Men",1490,Erjon Tola,110734,35,,False
2006 Winter Olympics,49,ALB,Alpine Skiing,"Super G, Men",1488,Erjon Tola,110734,56,,False
2006 Winter Olympics,49,CRO,Biathlon,"7.5 kilometres Sprint, Women",1607,Petra Starčević,109999,79,,False
2006 Winter Olympics,49,CRO,Biathlon,"15 kilometres, Women",1608,Petra Starčević,109999,79,,False
2006 Winter Olympics,49,BEL,Short Track Speed Skating,"500 metres, Men",838,Pieter Gysel,101565,19,,False
2006 Winter Olympics,49,BEL,Short Track Speed Skating,"1,000 metres, Men",857,Pieter Gysel,101565,DQ,,False
