edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
2016 Summer Olympics,59,USA,Water Polo,"Water Polo, Men",396300,Thomas Dunstan,136398,10,,True
2016 Summer Olympics,59,USA,Volleyball,"Volleyball, Women",396246,Rachael Adams,132180,3,Bronze,True
2016 Summer Olympics,59,USA,Weightlifting,"Middle-Heavyweight, Men",354335,Kendrick Farris,116382,11,,False
2016 Summer Olympics,59,USA,Weightlifting,"Flyweight, Women",354362,Morghan King,132191,6,,False
2016 Summer Olympics,59,USA,Water Polo,"Water Polo, Women",396351,Kami Craig,114135,1,Gold,True
2016 Summer Olympics,59,USA,Wrestling,"Light-Heavyweight, Greco-Roman, Men",355634,Ben Provisor,126702,12,,False
2016 Summer Olympics,59,USA,Wrestling,"Middleweight, Greco-Roman, Men",355588,Andy Bisek,136399,12,,False
2016 Summer Olympics,59,USA,Wrestling,"Featherweight, Greco-Roman, Men",355496,Jesse Thielke,136403,9,,False
2016 Summer Olympics,59,USA,Weightlifting,"Super-Heavyweight, Women",354416,Sarah Robles,126095,3,Bronze,False
2016 Summer Olympics,59,USA,Water Polo,"Water Polo, Women",396351,Sami Hill,132189,1,Gold,True
2016 Summer Olympics,59,USA,Weightlifting,"Heavyweight, Women",354407,Jenny Arthur,132190,6,,False
2016 Summer Olympics,59,USA,Athletics,"Triple Jump, Women",359175,Keturah Orji,132038,4,,False
2016 Summer Olympics,59,USA,Water Polo,"Water Polo, Women",396351,Ashleigh Johnson,132182,1,Gold,True
2016 Summer Olympics,59,USA,Water Polo,"Water Polo, Men",396300,Tony Azevedo,94860,10,,True
2016 Summer Olympics,59,USA,Water Polo,"Water Polo, Women",396351,Kaleigh Gilchrist,132183,1,Gold,True
2016 Summer Olympics,59,USA,Water Polo,"Water Polo, Men",396300,McQuin Baron,136397,10,,True
2016 Summer Olympics,59,USA,Water Polo,"Water Polo, Women",396351,Maddie Musselman,132186,1,Gold,True
2016 Summer Olympics,59,USA,Water Polo,"Water Polo, Women",396351,Melissa Seidemann,126734,1,Gold,True
2016 Summer Olympics,59,USA,Water Polo,"Water Polo, Women",396351,Rachel Fattal,132188,1,Gold,True
2016 Summer Olympics,59,USA,Water Polo,"Water Polo, Women",396351,KK Clark,132185,1,Gold,True
2016 Summer Olympics,59,USA,Water Polo,"Water Polo, Women",396351,Maggie Steffens,126741,1,Gold,True
2016 Summer Olympics,59,USA,Volleyball,"Volleyball, Women",396246,Kim Hill,132179,3,Bronze,True
2016 Summer Olympics,59,USA,Beach Volleyball,"Beach Volleyball, Men",354150,Jake Gibb,112530,=19,,True
