edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
2002 Winter Olympics,47,RUS,Curling,"Curling, Women",2611,Anastasiya Skultan,102023,10,,True
2002 Winter Olympics,47,RUS,Figure Skating,"Pairs, Mixed",14316,Anton Sikharulidze,100187,=1,Gold,True
2002 Winter Olympics,47,RUS,Curling,"Curling, Women",2611,Olga Zharkova,102024,10,,True
2002 Winter Olympics,47,CRO,Alpine Skiing,"Super G, Women",1475,Janica Kostelić,99432,2,Silver,False
2002 Winter Olympics,47,RUS,Figure Skating,"Singles, Women",14295,Mariya Butyrskaya,100124,6,,False
2002 Winter Olympics,47,RUS,Curling,"Curling, Women",2611,Anzhela Tyuvayeva,1005079,10,,True
2002 Winter Olympics,47,RUS,Figure Skating,"Singles, Men",14274,Aleksey Yagudin,100142,1,Gold,False
2002 Winter Olympics,47,RUS,Figure Skating,"Singles, Men",14274,Yevgeny Plyushchenko,101967,2,Silver,False
2002 Winter Olympics,47,CRO,Alpine Skiing,"Slalom, Men",1465,Ivica Kostelić,101791,DNF,,False
2002 Winter Olympics,47,CRO,Alpine Skiing,"Giant Slalom, Men",1462,Ivica Kostelić,101791,9,,False
2002 Winter Olympics,47,RUS,Figure Skating,"Singles, Men",14274,Sasha Abt,101969,5,,False
2002 Winter Olympics,47,RUS,Figure Skating,"Singles, Women",14295,Irina Slutskaya,100125,2,Silver,False
2002 Winter Olympics,47,RUS,Figure Skating,"Singles, Women",14295,Viktoriya Volchkova,101846,9,,False
2002 Winter Olympics,47,RUS,Figure Skating,"Pairs, Mixed",14316,Yelena Berezhnaya,80636,=1,Gold,True
2002 Winter Olympics,47,LAT,Luge,"Singles, Women",205,Iluta Gaile,81107,10,,False
2002 Winter Olympics,47,LAT,Ice Hockey,"Ice Hockey, Men",20778,Vjačeslavs Fanduļs,102254,9,,True
2002 Winter Olympics,47,RUS,Speed Skating,"1,000 metres, Women",1118,Svetlana Zhurova,80719,11,,False
2002 Winter Olympics,47,CRO,Cross Country Skiing,"50 kilometres, Men",2091,Damir Jurčević,101034,52,,False
2002 Winter Olympics,47,CRO,Cross Country Skiing,"30 kilometres, Men",2090,Denis Klobučar,101037,64,,False
2002 Winter Olympics,47,CRO,Cross Country Skiing,"30 kilometres, Men",2090,Damir Jurčević,101034,61,,False
2002 Winter Olympics,47,CRO,Cross Country Skiing,"15 kilometres, Men",2086,Damir Jurčević,101034,61,,False
2002 Winter Olympics,47,CRO,Cross Country Skiing,"15 kilometres, Men",2086,Denis Klobučar,101037,58,,False
2002 Winter Olympics,47,CRO,Cross Country Skiing,"Sprint, Men",2092,Damir Jurčević,101034,47,,False
2002 Winter Olympics,47,LAT,Luge,"Singles, Women",205,Anna Orlova,81994,9,,False
2002 Winter Olympics,47,LAT,Luge,"Doubles, Open",202,Sandris Bērziņš,100502,10,,True
2002 Winter Olympics,47,LAT,Luge,"Doubles, Open",202,Ivars Deinis,101516,10,,True
2002 Winter Olympics,47,LAT,Luge,"Singles, Men",195,Mārtiņš Rubenis,100496,DNF,,False
2002 Winter Olympics,47,LAT,Luge,"Singles, Men",195,Guntis Rēķis,100481,29,,False
2002 Winter Olympics,47,LAT,Luge,"Singles, Men",195,Nauris Skraustiņš,101264,22,,False
2002 Winter Olympics,47,LAT,Ice Hockey,"Ice Hockey, Men",20778,Edgars Masaļskis,110625,9,,True
