edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
1948 Summer Olympics,12,ESP,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",51640,Cristóbal Tauler,41938,62,,False
1948 Summer Olympics,12,ESP,Hockey,"Hockey, Men",35579,Enrique Estébanez,18500,=10,,True
1948 Summer Olympics,12,ESP,Hockey,"Hockey, Men",35579,Enrique Sainz,18545,=10,,True
1948 Summer Olympics,12,ESP,Hockey,"Hockey, Men",35579,Fernando Jardón,18517,=10,,True
1948 Summer Olympics,12,ESP,Hockey,"Hockey, Men",35579,Francisco Jardón,18518,=10,,True
1948 Summer Olympics,12,ESP,Hockey,"Hockey, Men",35579,Jaime Allende,18445,=10,,True
1948 Summer Olympics,12,ESP,Hockey,"Hockey, Men",35579,Juan del Campo,18488,=10,,True
1948 Summer Olympics,12,ESP,Hockey,"Hockey, Men",35579,Luis Pratmasó,18534,=10,,True
1948 Summer Olympics,12,ESP,Hockey,"Hockey, Men",35579,Manuel Royes,95203,=10,,True
1948 Summer Olympics,12,ESP,Hockey,"Hockey, Men",35579,Manuel Agustín,18443,=10,,True
1948 Summer Olympics,12,ESP,Hockey,"Hockey, Men",35579,Pedro Farreres,18504,=10,,True
1948 Summer Olympics,12,ESP,Hockey,"Hockey, Men",35579,Pedro Gasset,18509,=10,,True
1948 Summer Olympics,12,ESP,Hockey,"Hockey, Men",35579,Rafael Ruiz,18544,=10,,True
1948 Summer Olympics,12,ESP,Hockey,"Hockey, Men",35579,Ricardo Cabot y Boix,18469,=10,,True
1948 Summer Olympics,12,ESP,Hockey,"Hockey, Men",35579,Javier Arbide,701566,=10,,True
1948 Summer Olympics,12,ESP,Hockey,"Hockey, Men",35579,Eduardo Jardón,18516,=10,,True
1948 Summer Olympics,12,ESP,Hockey,"Hockey, Men",35579,Martín Soler,701567,=10,,True
1948 Summer Olympics,12,ESP,Equestrian Jumping,"Team, Men",185134,Marcelino Gavilán,12010,2,Silver,True
1948 Summer Olympics,12,ESP,Equestrian Jumping,"Team, Men",185134,Jaime García,12002,2,Silver,True
1948 Summer Olympics,12,EGY,Swimming,"400 metres Freestyle, Men",5145,Jack Hakim,46394,7 h1 r1/3,,False
1948 Summer Olympics,12,EGY,Swimming,"400 metres Freestyle, Men",5145,Taha El-Gamal,53713,DNS,,False
1948 Summer Olympics,12,EGY,Swimming,"4 × 200 metres Freestyle Relay, Men",5192,Ali Bagdadi,46386,7 h2 r1/2,,True
